sep=,
="DATE",="START_TIME",="END_TIME",="USER_NAME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="CAN_TEST",="CAN_BIT_RATE",="CAN_DUT_RX_DATA",="CAN_DUT_TX_DATA",="CAN_JIGA_RX_DATA",="CAN_JIGA_TX_DATA",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="2024-07-11",="15:53:15",="16:03:45",="hi-mix",="RI-0352",="PASS",="PASS",="25102765",="PASS",="5102765",="PASS",="312",="PASS",="10308",="PASS",="5373",="PASS",="4335",="PASS",="3276",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11571",="-",="0",="0",="0",="PASS",="906000",="1850061464",="907837334",="-37",="11",="907837334",="1850061464",="-45",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="27",="99",="865413056351678",="89551080157094740260",="Vivo",="PASS",="1",="12",="0.78",="PASS",="89550534400026538632",="Claro",="PASS",="-",="PASS",="E96E71720D0EFF03",="PASS",="37418E2CB89B460340405116BD623FB2",="PASS",="725913E5",="PASS",="0005168000148D69",="PASS",="3A2D83D8588C2C5E89983A9534D716C1",
="2024-07-11",="16:04:57",="16:13:33",="hi-mix",="RI-0352",="PASS",="PASS",="25102782",="PASS",="5102782",="PASS",="330",="PASS",="10212",="PASS",="5392",="PASS",="4360",="PASS",="3261",="PASS",="1772",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11460",="-",="0",="0",="0",="PASS",="906000",="1425461012",="797094834",="-41",="10",="797094834",="1425461012",="-45",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="27",="99",="865413056352064",="89551080157094740260",="Vivo",="PASS",="1",="6",="1.36",="PASS",="89550534400026538624",="Claro",="PASS",="-",="PASS",="8B138D1C213D32A8",="PASS",="0BFC7D60D30C9A676421CFC1B3561B88",="PASS",="9DABBCDB",="PASS",="0005168000148D72",="PASS",="1413B983FD884508BD4FF27AEA143F01",
="2024-07-11",="16:39:51",="16:48:13",="hi-mix",="RI-0352",="FAIL",="PASS",="25102942",="PASS",="5102942",="PASS",="560",="PASS",="10276",="PASS",="5373",="PASS",="4360",="PASS",="3261",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11529",="-",="0",="0",="0",="TIMEOUT",="906000",="992280227",="875218069",="-46",="10",="",="992280227",="0",="0",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000147FB5",="-",="",
="2024-07-11",="16:51:22",="16:53:04",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-11",="17:00:19",="17:06:50",="hi-mix",="RI-0352",="PASS",="PASS",="25103007",="PASS",="5103007",="PASS",="708",="PASS",="10308",="PASS",="5353",="PASS",="4345",="PASS",="3251",="PASS",="1762",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="2116454123",="430723587",="-38",="11",="430723587",="2116454123",="-43",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="28",="99",="865413056331555",="89551080157094740260",="Vivo",="PASS",="1",="5",="1.32",="PASS",="89550534400026553904",="Claro",="PASS",="-",="PASS",="C5710BEA609DEB25",="PASS",="770E9A884781462632D52C4B986C2EE3",="PASS",="B64F335B",="PASS",="0005168000147E4F",="PASS",="4B73D24692A7ACE6AC96BF95DD17FAF5",
="2024-07-11",="17:12:41",="17:24:03",="hi-mix",="RI-0352",="PASS",="PASS",="25102142",="PASS",="5102142",="PASS",="308",="PASS",="10340",="PASS",="5383",="PASS",="4365",="PASS",="3256",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11681",="-",="0",="0",="0",="PASS",="906000",="945879022",="1599812924",="-39",="11",="1599812924",="945879022",="-45",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="28",="99",="865413056329401",="89551080157094740260",="Vivo",="PASS",="1",="10",="0.83",="PASS",="89550534400026539119",="Claro",="PASS",="-",="PASS",="89F182E25D70B8F2",="PASS",="3D4104D980E3E903B8B60F1B3F312C6D",="PASS",="86278EA6",="PASS",="0005168000148CEF",="PASS",="C7932AB9058FAF8029F529BE3CD37CC3",
="2024-07-11",="17:32:24",="17:41:21",="hi-mix",="RI-0352",="PASS",="PASS",="25102313",="PASS",="5102313",="PASS",="308",="PASS",="10276",="PASS",="5373",="PASS",="4331",="PASS",="3256",="PASS",="1772",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11557",="-",="0",="0",="0",="PASS",="906000",="1024205908",="385564731",="-43",="11",="385564731",="1024205908",="-49",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="29",="99",="865413056326233",="89551080357045373621",="Vivo",="PASS",="1",="6",="1.30",="PASS",="89550534400026564448",="Claro",="PASS",="-",="PASS",="C88160B1C0D91A6C",="PASS",="6E01F4402E4989F483ADBD4B837E4D1E",="PASS",="BEFCCAF2",="PASS",="0005168000149277",="PASS",="5F6812C3826CE47579EFFAE4C5CBAA8A",
="2024-07-11",="17:44:27",="17:56:43",="hi-mix",="RI-0352",="FAIL",="PASS",="25102262",="PASS",="5102262",="PASS",="630",="PASS",="10340",="PASS",="5432",="PASS",="4350",="PASS",="3295",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11612",="-",="0",="0",="0",="TIMEOUT",="906000",="409709844",="196550153",="-36",="11",="",="409709844",="0",="0",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00051680001498CE",="-",="",
="2024-07-11",="17:58:52",="18:07:06",="hi-mix",="RI-0352",="FAIL",="PASS",="25102357",="PASS",="5102357",="PASS",="304",="PASS",="10308",="PASS",="5333",="PASS",="4379",="PASS",="3276",="PASS",="1796",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11598",="-",="0",="0",="0",="PASS",="906000",="830117164",="501462854",="-40",="10",="501462854",="830117164",="-49",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="28",="99",="865413056328213",="89551080357045373621",="Vivo",="FAIL",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00051680001498E7",="-",="",
="2024-07-11",="18:08:03",="18:15:00",="hi-mix",="RI-0352",="FAIL",="PASS",="25102331",="PASS",="5102331",="PASS",="312",="PASS",="10244",="PASS",="5383",="PASS",="4374",="PASS",="3261",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="440294419",="1561781407",="-39",="11",="1561781407",="440294419",="-46",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="TIMEOUT",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00051680001498D0",="-",="",
