sep=,
="DATE",="START_TIME",="END_TIME",="USER_NAME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="CAN_TEST",="CAN_BIT_RATE",="CAN_DUT_RX_DATA",="CAN_DUT_TX_DATA",="CAN_JIGA_RX_DATA",="CAN_JIGA_TX_DATA",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="2024-08-14",="11:17:45",="11:20:39",="hi-mix",="RI-0352",="FAIL",="PASS",="25106740",="PASS",="5106740",="PASS",="698",="PASS",="10409",="PASS",="5312",="PASS",="4340",="PASS",="3261",="PASS",="1777",="PASS",="PASS",="v0.5.23",="TIMEOUT",="1100",="01000",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014B1DF",="-",="",
="2024-08-14",="11:21:52",="11:24:57",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-08-14",="11:26:12",="11:31:33",="hi-mix",="RI-0352",="FAIL",="PASS",="25106740",="PASS",="5106740",="PASS",="800",="PASS",="10441",="PASS",="5312",="PASS",="4321",="PASS",="3256",="PASS",="1772",="PASS",="PASS",="v0.5.23",="TIMEOUT",="1100",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014B1DF",="-",="",
="2024-08-14",="12:46:13",="12:47:47",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="PASS",="712",="PASS",="10473",="PASS",="5322",="PASS",="4360",="PASS",="3256",="PASS",="1787",="PASS",="FAIL",="v0.5.27",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-08-14",="12:49:40",="12:54:58",="hi-mix",="RI-0352",="FAIL",="PASS",="25106631",="PASS",="5106631",="PASS",="728",="PASS",="10505",="PASS",="5332",="PASS",="4355",="PASS",="3266",="PASS",="1757",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11446",="-",="0",="0",="0",="PASS",="906000",="382189603",="563626233",="-66",="9",="563626233",="382189603",="-34",="10",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="29",="99",="869671072652140",="89551080157094740260",="Vivo",="PASS",="2",="12",="0.71",="FAIL",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014B1C7",="-",="",
="2024-08-14",="12:56:02",="13:00:17",="hi-mix",="RI-0352",="FAIL",="PASS",="25106631",="PASS",="5106631",="PASS",="538",="PASS",="10409",="PASS",="5332",="PASS",="4365",="PASS",="3256",="PASS",="1772",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11419",="-",="0",="0",="0",="PASS",="906000",="663091295",="392108593",="-66",="11",="392108593",="663091295",="-33",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671072652140",="89551080157094740260",="Vivo",="PASS",="2",="13",="0.69",="FAIL",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014B1C7",="-",="",
="2024-08-14",="18:36:01",="18:37:06",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="PASS",="340",="PASS",="10602",="PASS",="5458",="FAIL",="4497",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-08-14",="18:42:39",="18:45:17",="hi-mix",="RI-0352",="FAIL",="PASS",="25106521",="PASS",="5106521",="PASS",="314",="PASS",="10570",="PASS",="5361",="PASS",="4350",="PASS",="3291",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="2003559476",="437609203",="-68",="11",="437609203",="2003559476",="-39",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="FAIL",="0",="0",="869671072637596",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014B0C0",="-",="",
="2024-08-14",="18:52:21",="18:55:13",="hi-mix",="RI-0352",="FAIL",="PASS",="25106521",="PASS",="5106521",="PASS",="312",="PASS",="10570",="PASS",="5351",="PASS",="4345",="PASS",="3286",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="1382201774",="315292982",="-70",="7",="315292982",="1382201774",="-41",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="FAIL",="0",="0",="869671072637596",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014B0C0",="-",="",
="2024-08-14",="18:55:58",="18:58:39",="hi-mix",="RI-0352",="FAIL",="PASS",="25106595",="PASS",="5106595",="PASS",="318",="PASS",="10602",="PASS",="5371",="PASS",="4321",="PASS",="3266",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11529",="-",="0",="0",="0",="PASS",="906000",="2043603704",="1012147916",="-71",="11",="1012147916",="2043603704",="-36",="12",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="FAIL",="0",="0",="869671072646647",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000149864",="-",="",
