sep=,
="DATE",="START_TIME",="END_TIME",="USER_NAME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="CAN_TEST",="CAN_BIT_RATE",="CAN_DUT_RX_DATA",="CAN_DUT_TX_DATA",="CAN_JIGA_RX_DATA",="CAN_JIGA_TX_DATA",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="2024-07-15",="06:17:40",="06:28:41",="hi-mix",="RI-0352",="PASS",="PASS",="25103000",="PASS",="5103000",="PASS",="698",="PASS",="10308",="PASS",="5412",="PASS",="4365",="PASS",="3281",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11557",="-",="0",="0",="0",="PASS",="906000",="739969146",="1589036083",="-39",="11",="1589036083",="739969146",="-49",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="12",="99",="865413056317745",="89551080357045373621",="Vivo",="PASS",="2",="12",="0.74",="PASS",="89550534400026533468",="Claro",="PASS",="-",="PASS",="0C2D0072C699E0D1",="PASS",="6617D16D1ECD8B52386846893AD4F8D9",="PASS",="A96D90C3",="PASS",="0005168000147FB8",="PASS",="150CA02618FB9E5BADAEFE58088A1815",
="2024-07-15",="06:30:40",="06:32:17",="hi-mix",="RI-0352",="FAIL",="PASS",="25102827",="PASS",="5102827",="PASS",="386",="PASS",="10308",="PASS",="5383",="PASS",="4384",="PASS",="3305",="PASS",="1811",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="01000",="0111",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00051680001499C0",="-",="",
="2024-07-15",="06:33:12",="06:43:57",="hi-mix",="RI-0352",="PASS",="PASS",="25102827",="PASS",="5102827",="PASS",="2494",="PASS",="10308",="PASS",="5363",="PASS",="4350",="PASS",="3286",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11571",="-",="0",="0",="0",="PASS",="906000",="1192048874",="854374388",="-37",="12",="854374388",="1192048874",="-45",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="12",="99",="865413056352072",="89551080357045373621",="Vivo",="PASS",="1",="5",="1.59",="PASS",="89550534400026533229",="Claro",="PASS",="-",="PASS",="0729BA6EDDCC91C4",="PASS",="F635F999F3C773F856C95FCB8D5D3C60",="PASS",="91FB8EFC",="PASS",="00051680001499C0",="PASS",="31922A30338BDC809542674F09CB5738",
="2024-07-15",="06:46:20",="06:48:15",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-15",="06:52:28",="06:53:18",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-15",="06:59:30",="07:01:10",="hi-mix",="RI-0352",="FAIL",="PASS",="25102923",="PASS",="5102923",="PASS",="458",="PASS",="10148",="PASS",="5392",="PASS",="4331",="PASS",="3261",="PASS",="1777",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="NACK",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014834E",="-",="",
="2024-07-15",="07:01:47",="07:03:29",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-15",="07:10:06",="07:12:16",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-15",="07:13:01",="07:22:47",="hi-mix",="RI-0352",="PASS",="PASS",="25102982",="PASS",="5102982",="PASS",="404",="PASS",="10244",="PASS",="5353",="PASS",="4340",="PASS",="3266",="PASS",="1777",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11640",="-",="0",="0",="0",="PASS",="906000",="1125634037",="2089068285",="-44",="11",="2089068285",="1125634037",="-51",="8",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="13",="99",="865413056350563",="89551080357045373621",="Vivo",="PASS",="2",="8",="1.05",="PASS",="89550534400026533377",="Claro",="PASS",="-",="PASS",="F287B0002661186C",="PASS",="E53FAFC99EC4638C8F78C7A606404F1D",="PASS",="D1666E62",="PASS",="0005168000148E34",="PASS",="668FA5E1095ED79A6F46A1CDB6DEE4C2",
="2024-07-15",="07:22:57",="07:25:06",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
