sep=,
="DATE",="START_TIME",="END_TIME",="USER_NAME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="CAN_TEST",="CAN_BIT_RATE",="CAN_DUT_RX_DATA",="CAN_DUT_TX_DATA",="CAN_JIGA_RX_DATA",="CAN_JIGA_TX_DATA",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="2024-10-09",="08:11:56",="08:14:47",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-10-09",="08:14:57",="08:24:16",="hi-mix",="RI-0352",="PASS",="PASS",="25111274",="PASS",="5111274",="PASS",="566",="PASS",="10570",="PASS",="5361",="PASS",="4370",="PASS",="3271",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11543",="-",="0",="0",="0",="PASS",="906000",="794493366",="189855983",="-76",="9",="189855983",="794493366",="-38",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671073104570",="89551080357045308171",="Vivo",="PASS",="2",="14",="0.74",="PASS",="89550531400040008144",="Claro",="PASS",="-",="PASS",="8DB2CF83E9771903",="PASS",="5A731C1D37A50BCF4C885992294C0BD6",="PASS",="5893F566",="PASS",="000516800014DCFC",="PASS",="58E84143D66906F9EBE40F7B0641803D",
="2024-10-09",="08:25:14",="08:28:23",="hi-mix",="RI-0352",="FAIL",="PASS",="25111263",="PASS",="5111263",="PASS",="324",="PASS",="10570",="PASS",="5351",="PASS",="4389",="PASS",="3276",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11529",="-",="0",="0",="0",="PASS",="906000",="158855547",="758487754",="-76",="8",="758487754",="158855547",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="FAIL",="0",="0",="869671073119776",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014DD4E",="-",="",
="2024-10-09",="09:13:52",="09:19:19",="hi-mix",="RI-0352",="FAIL",="PASS",="25112419",="PASS",="5112419",="PASS",="784",="PASS",="10505",="PASS",="5361",="PASS",="4340",="PASS",="3281",="PASS",="1796",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11515",="-",="0",="0",="0",="PASS",="906000",="1011015551",="1333132780",="-68",="11",="1333132780",="1011015551",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="25",="99",="869671073110551",="89551080357045308171",="Vivo",="FAIL",="2",="18",="0.58",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014B31D",="-",="",
="2024-10-09",="09:23:10",="09:30:05",="hi-mix",="RI-0352",="FAIL",="PASS",="25112419",="PASS",="5112419",="PASS",="740",="PASS",="10570",="PASS",="5351",="PASS",="4340",="PASS",="3261",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11543",="-",="0",="0",="0",="PASS",="906000",="1258015617",="1220179035",="-69",="10",="1220179035",="1258015617",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="28",="99",="869671073110551",="89551080357045308171",="Vivo",="FAIL",="2",="15",="0.64",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014B31D",="-",="",
="2024-10-09",="09:32:23",="09:41:21",="hi-mix",="RI-0352",="PASS",="PASS",="25112419",="PASS",="5112419",="PASS",="602",="PASS",="10538",="PASS",="5361",="PASS",="4331",="PASS",="3261",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11529",="-",="0",="0",="0",="PASS",="906000",="745570479",="1106009775",="-67",="8",="1106009775",="745570479",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="24",="99",="869671073110551",="89551080357045308171",="Vivo",="PASS",="2",="17",="0.64",="PASS",="89550531400040008169",="Claro",="PASS",="-",="PASS",="EE6F670F6859974B",="PASS",="28295A56FE207ECF1F0912E984516357",="PASS",="14E6F839",="PASS",="000516800014B31D",="PASS",="2D1EFE3D3A85B015580B787C19954065",
="2024-10-09",="12:44:52",="12:48:04",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-10-09",="12:48:45",="12:51:57",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-10-09",="13:01:43",="13:04:56",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-10-09",="13:06:34",="13:09:46",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",
