sep=,
="DATE",="START_TIME",="END_TIME",="USER_NAME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="CAN_TEST",="CAN_BIT_RATE",="CAN_DUT_RX_DATA",="CAN_DUT_TX_DATA",="CAN_JIGA_RX_DATA",="CAN_JIGA_TX_DATA",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="2024-08-26",="15:32:46",="15:39:17",="hi-mix",="RI-0352",="PASS",="PASS",="25107630",="PASS",="5107630",="PASS",="370",="PASS",="10634",="PASS",="5380",="PASS",="4375",="PASS",="3300",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11626",="-",="0",="0",="0",="PASS",="906000",="308766819",="2076030031",="-68",="11",="2076030031",="308766819",="-33",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="25",="99",="865413056348401",="89551080357045297788",="Vivo",="PASS",="2",="14",="0.71",="PASS",="89550537420005757737",="Claro",="PASS",="-",="PASS",="558C7D0E94BFCABF",="PASS",="F360CA81034CED92B5C8A6FB85D373E0",="PASS",="52846E66",="PASS",="000516800014C206",="PASS",="11E763F4C0091C3075198886E32AAB41",
="2024-08-26",="15:39:56",="15:41:17",="hi-mix",="RI-0352",="FAIL",="PASS",="25107616",="PASS",="5107616",="PASS",="800",="PASS",="10602",="PASS",="5400",="PASS",="4423",="PASS",="3349",="PASS",="1865",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="01000",="1011",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014A1DF",="-",="",
="2024-08-26",="15:41:37",="15:49:04",="hi-mix",="RI-0352",="PASS",="PASS",="25107616",="PASS",="5107616",="PASS",="570",="PASS",="10505",="PASS",="5332",="PASS",="4355",="PASS",="3291",="PASS",="1796",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11640",="-",="0",="0",="0",="PASS",="906000",="1160861983",="2108329644",="-70",="11",="2108329644",="1160861983",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="30",="99",="865413056314940",="89551080357045297788",="Vivo",="PASS",="2",="13",="0.76",="PASS",="89550537420005757794",="Claro",="PASS",="-",="PASS",="6CA0C9E3EB34076B",="PASS",="DE35F576C7948911B8C881F4241865C2",="PASS",="8EA9998B",="PASS",="000516800014A1DF",="PASS",="50590F5DF55B591AB844AFC411C88ADF",
="2024-08-26",="15:50:08",="15:58:13",="hi-mix",="RI-0352",="PASS",="PASS",="25107497",="PASS",="5107497",="PASS",="412",="PASS",="10602",="PASS",="5351",="PASS",="4375",="PASS",="3310",="PASS",="1801",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11488",="-",="0",="0",="0",="PASS",="906000",="1779435638",="1768008011",="-71",="11",="1768008011",="1779435638",="-32",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="25",="99",="865413056316259",="89551080357045297788",="Vivo",="PASS",="2",="13",="0.72",="PASS",="89550531400038848444",="Claro",="PASS",="-",="PASS",="2C26903BABA96A17",="PASS",="4DBDEA61AD53F56CDEF27BB1AC0DBC61",="PASS",="552F8EEA",="PASS",="000516800014A349",="PASS",="A9A3BCD52EC8D1EF244563EE4DE67E62",
="2024-08-26",="15:58:23",="15:59:43",="hi-mix",="RI-0352",="FAIL",="PASS",="25107604",="PASS",="5107604",="PASS",="786",="PASS",="10570",="PASS",="5468",="PASS",="4433",="PASS",="3320",="PASS",="1806",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11432",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="TIMEOUT",="519398710E64FF28",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014C12A",="-",="",
="2024-08-26",="16:00:42",="16:08:28",="hi-mix",="RI-0352",="PASS",="PASS",="25107604",="PASS",="5107604",="PASS",="702",="PASS",="10538",="PASS",="5380",="PASS",="4389",="PASS",="3281",="PASS",="1772",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11488",="-",="0",="0",="0",="PASS",="906000",="755648508",="906576644",="-68",="11",="906576644",="755648508",="-34",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="31",="99",="865413056349268",="89551080357045297788",="Vivo",="PASS",="2",="14",="0.73",="PASS",="89550531400038848329",="Claro",="PASS",="-",="PASS",="257B0E0E8166C99B",="PASS",="E3FD9AC1F0FA9DC7D83F6901FFF84F22",="PASS",="615932F2",="PASS",="000516800014C12A",="PASS",="5AF67CB76585677698342D60CB7E3E39",
="2024-08-26",="16:09:30",="16:17:14",="hi-mix",="RI-0352",="PASS",="PASS",="25107497",="PASS",="5107497",="PASS",="1006",="PASS",="10570",="PASS",="5371",="PASS",="4379",="PASS",="3349",="PASS",="1835",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11474",="-",="0",="0",="0",="PASS",="906000",="149974338",="382335573",="-72",="11",="382335573",="149974338",="-32",="10",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="29",="99",="865413056316259",="89551080357045297788",="Vivo",="PASS",="2",="12",="0.76",="PASS",="89550531400038848444",="Claro",="PASS",="-",="PASS",="2C26903BABA96A17",="PASS",="4DBDEA61AD53F56CDEF27BB1AC0DBC61",="PASS",="552F8EEA",="PASS",="000516800014A349",="PASS",="A9A3BCD52EC8D1EF244563EE4DE67E62",
="2024-08-26",="16:17:27",="16:26:39",="hi-mix",="RI-0352",="PASS",="PASS",="25107667",="PASS",="5107667",="PASS",="394",="PASS",="10666",="PASS",="5400",="PASS",="4355",="PASS",="3315",="PASS",="1806",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11446",="-",="0",="0",="0",="PASS",="906000",="1530126989",="1034161828",="-68",="11",="1034161828",="1530126989",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="865413056312811",="89551080357045297788",="Vivo",="PASS",="2",="13",="0.77",="PASS",="89550531400038853931",="Claro",="PASS",="-",="PASS",="B707439388FBADBD",="PASS",="82D47F62FD15FB501E653B37E476A07D",="PASS",="DDDBBE0C",="PASS",="000516800014D00B",="PASS",="896A626CFA4654B439AE7AB613A9D81B",
="2024-08-26",="16:26:50",="16:35:30",="hi-mix",="RI-0352",="PASS",="PASS",="25107627",="PASS",="5107627",="PASS",="374",="PASS",="10666",="PASS",="5351",="PASS",="4360",="PASS",="3286",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11737",="-",="0",="0",="0",="PASS",="906000",="1974244693",="2140709272",="-72",="11",="2140709272",="1974244693",="-33",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="865413056338816",="89551080357045297788",="Vivo",="PASS",="2",="14",="0.69",="PASS",="89550531400038848303",="Claro",="PASS",="-",="PASS",="5BE305D6FDC7EE86",="PASS",="BF1817D7693CED3F93BF0777350122AD",="PASS",="D44D8F91",="PASS",="000516800014D554",="PASS",="AEBF3B8B78F3DDB481831E98D3584718",
="2024-08-26",="16:35:41",="16:44:25",="hi-mix",="RI-0352",="PASS",="PASS",="25107635",="PASS",="5107635",="PASS",="836",="PASS",="10634",="PASS",="5361",="PASS",="4375",="PASS",="3291",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11668",="-",="0",="0",="0",="PASS",="906000",="2006409227",="456563990",="-73",="11",="456563990",="2006409227",="-32",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="25",="99",="865413056339020",="89551080357045297788",="Vivo",="PASS",="2",="15",="0.69",="PASS",="89550531400038848451",="Claro",="PASS",="-",="PASS",="F898CB7C0250B7DA",="PASS",="7FF4919B7317233C8B01581F0B765E2A",="PASS",="BC82AE1F",="PASS",="000516800014D58A",="PASS",="12D242E2FF1AE1657149AABCDF48D827",
