sep=,
="DATE",="START_TIME",="END_TIME",="USER_NAME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="CAN_TEST",="CAN_BIT_RATE",="CAN_DUT_RX_DATA",="CAN_DUT_TX_DATA",="CAN_JIGA_RX_DATA",="CAN_JIGA_TX_DATA",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="2024-09-30",="15:58:52",="16:06:43",="hi-mix",="RI-0352",="PASS",="PASS",="25110107",="PASS",="5110107",="PASS",="728",="PASS",="10538",="PASS",="5351",="PASS",="4399",="PASS",="3320",="PASS",="1826",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="661943454",="1289487463",="-71",="11",="1289487463",="661943454",="-39",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="23",="99",="869671073137174",="89551080357045308155",="Vivo",="PASS",="1",="20",="0.59",="PASS",="89550531400040159616",="Claro",="PASS",="-",="PASS",="F743E9BEAFC82ADD",="PASS",="9654BC02862E5CB397E44F2F0A003DC1",="PASS",="D65C50C8",="PASS",="000516800014A175",="PASS",="1436C8D31BE4298E1DA2ECA31EC2660F",
="2024-09-30",="16:09:12",="16:11:15",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="PASS",="846",="PASS",="10505",="PASS",="5371",="FAIL",="3378",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-09-30",="16:13:21",="16:17:54",="hi-mix",="RI-0352",="FAIL",="PASS",="25109996",="PASS",="5109996",="PASS",="764",="PASS",="10473",="PASS",="5380",="PASS",="4379",="PASS",="3315",="PASS",="1821",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11557",="-",="0",="0",="0",="PASS",="906000",="1687064482",="343725902",="-73",="10",="343725902",="1687064482",="-38",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="869671073149492",="89551080357045308155",="Vivo",="FAIL",="2",="15",="0.67",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000149D37",="-",="",
="2024-09-30",="16:18:08",="16:24:38",="hi-mix",="RI-0352",="PASS",="PASS",="25109996",="PASS",="5109996",="PASS",="512",="PASS",="10634",="PASS",="5371",="PASS",="4384",="PASS",="3310",="PASS",="1806",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="410380122",="749185062",="-71",="11",="749185062",="410380122",="-38",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="869671073149492",="89551080357045308155",="Vivo",="PASS",="2",="13",="0.76",="PASS",="89550531400040159582",="Claro",="PASS",="-",="PASS",="7D2913A673788D18",="PASS",="CC88D2C74DBA3996133986E515ECFF0B",="PASS",="73B1C8FA",="PASS",="0005168000149D37",="PASS",="D2EB8A0C7E5D8E32774883396A1335A1",
="2024-09-30",="16:25:07",="16:32:22",="hi-mix",="RI-0352",="FAIL",="PASS",="25110033",="PASS",="5110033",="PASS",="780",="PASS",="10441",="PASS",="5449",="PASS",="4370",="PASS",="3315",="PASS",="1811",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11446",="-",="0",="0",="0",="PASS",="906000",="406872838",="1535438172",="-68",="11",="1535438172",="406872838",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="25",="99",="869671073149500",="89551080357045308155",="Vivo",="PASS",="2",="15",="0.69",="PASS",="89550531400040159699",="Claro",="FAIL",="-",="-",="",="-",="",="-",="",="PASS",="0005168000149D20",="-",="",
="2024-09-30",="16:33:00",="16:41:00",="hi-mix",="RI-0352",="PASS",="PASS",="25110033",="PASS",="5110033",="PASS",="806",="PASS",="10602",="PASS",="5419",="PASS",="4389",="PASS",="3315",="PASS",="1826",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11529",="-",="0",="0",="0",="PASS",="906000",="1623606336",="1656014051",="-68",="11",="1656014051",="1623606336",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="25",="99",="869671073149500",="89551080357045308155",="Vivo",="PASS",="1",="18",="0.61",="PASS",="89550531400040159699",="Claro",="PASS",="-",="PASS",="7A565122C75B23E7",="PASS",="BD3986A257029CFFB62EF637C468EF17",="PASS",="32E5B4B3",="PASS",="0005168000149D20",="PASS",="18F7A3F6C69F0E517041533CBB97B5E5",
="2024-09-30",="16:41:23",="16:50:03",="hi-mix",="RI-0352",="PASS",="PASS",="25110039",="PASS",="5110039",="PASS",="548",="PASS",="10538",="PASS",="5351",="PASS",="4360",="PASS",="3281",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11557",="-",="0",="0",="0",="PASS",="906000",="491549498",="1435204398",="-72",="11",="1435204398",="491549498",="-37",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="869671073110288",="89551080357045308155",="Vivo",="PASS",="2",="14",="0.74",="PASS",="89550531400040159707",="Claro",="PASS",="-",="PASS",="A0615AF68A59B5DA",="PASS",="A887C04B6AE68685771A89BEE99BA173",="PASS",="6086C704",="PASS",="0005168000149AD9",="PASS",="F5989E0D7DBA7B8CE47BE7555487AF71",
="2024-09-30",="16:52:07",="17:00:56",="hi-mix",="RI-0352",="PASS",="PASS",="25110155",="PASS",="5110155",="PASS",="744",="PASS",="10538",="PASS",="5429",="PASS",="4409",="PASS",="3349",="PASS",="1855",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11432",="-",="0",="0",="0",="PASS",="906000",="1026583577",="574278782",="-72",="11",="574278782",="1026583577",="-42",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="869671073109942",="89551080357045308155",="Vivo",="PASS",="2",="13",="0.81",="PASS",="89550531400040159392",="Claro",="PASS",="-",="PASS",="7673CA74766E01FD",="PASS",="15DA912F3440A9414EE06899EBA7DFC5",="PASS",="10980B85",="PASS",="0005168000149ADF",="PASS",="CD792CF4D1D34071F24C6947433CC5E7",
="2024-09-30",="17:04:58",="17:06:42",="hi-mix",="RI-0352",="FAIL",="FAIL",="0",="-",="0",="PASS",="820",="PASS",="10538",="PASS",="5351",="PASS",="4389",="PASS",="3281",="PASS",="1787",="PASS",="PASS",="v0.5.23",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014A117",="-",="",
="2024-09-30",="17:12:40",="17:19:10",="hi-mix",="RI-0352",="FAIL",="PASS",="25110029",="PASS",="5110029",="PASS",="708",="PASS",="10634",="PASS",="5341",="PASS",="4389",="PASS",="3276",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11612",="-",="0",="0",="0",="PASS",="906000",="156533305",="21079592",="-75",="11",="21079592",="156533305",="-37",="12",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="869671073121004",="89551080357045308155",="Vivo",="FAIL",="2",="13",="0.71",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014A117",="-",="",
="2024-09-30",="17:19:25",="17:26:36",="hi-mix",="RI-0352",="PASS",="PASS",="25110029",="PASS",="5110029",="PASS",="648",="PASS",="10473",="PASS",="5351",="PASS",="4384",="PASS",="3286",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11626",="-",="0",="0",="0",="PASS",="906000",="858096397",="965386037",="-75",="11",="965386037",="858096397",="-37",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671073121004",="89551080357045308155",="Vivo",="PASS",="1",="14",="0.70",="PASS",="89550531400040159715",="Claro",="PASS",="-",="PASS",="5D85DA7CC8938976",="PASS",="E31993A20677F45E6DC22F06F6915BBD",="PASS",="93F54F3C",="PASS",="000516800014A117",="PASS",="D9619C5A2DEE664A05194E46FA149C5F",
