sep=,
="DATE",="START_TIME",="END_TIME",="USER_NAME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="CAN_TEST",="CAN_BIT_RATE",="CAN_DUT_RX_DATA",="CAN_DUT_TX_DATA",="CAN_JIGA_RX_DATA",="CAN_JIGA_TX_DATA",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="2024-09-19",="07:51:05",="07:56:22",="hi-mix",="RI-0352",="FAIL",="PASS",="25109163",="PASS",="5109163",="PASS",="508",="PASS",="10602",="PASS",="5419",="PASS",="4375",="PASS",="3305",="PASS",="1821",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11543",="-",="0",="0",="0",="PASS",="906000",="2084173416",="1935625143",="-67",="11",="1935625143",="2084173416",="-34",="12",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="30",="99",="869671073153205",="89551080357045308155",="Vivo",="FAIL",="2",="15",="0.75",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000149D6D",="-",="",
="2024-09-19",="07:56:55",="08:00:09",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-09-19",="08:00:49",="08:12:07",="hi-mix",="RI-0352",="FAIL",="PASS",="25109163",="PASS",="5109163",="PASS",="492",="PASS",="10570",="PASS",="5390",="PASS",="4360",="PASS",="3291",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11571",="-",="0",="0",="0",="PASS",="906000",="998875235",="1626375961",="-71",="10",="1626375961",="998875235",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671073153205",="89551080357045308155",="Vivo",="PASS",="2",="17",="0.68",="PASS",="89550531400040159350",="Claro",="PASS",="-",="PASS",="D2E2D21082625B46",="FAIL",="",="PASS",="52596E9E",="PASS",="0005168000149D6D",="-",="",
="2024-09-19",="08:13:08",="08:16:20",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-09-19",="08:17:55",="08:19:41",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-09-19",="08:20:54",="08:24:05",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-09-19",="08:24:41",="08:29:04",="hi-mix",="RI-0352",="FAIL",="PASS",="25109163",="PASS",="5109163",="PASS",="756",="PASS",="10570",="PASS",="5390",="PASS",="4360",="PASS",="3291",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11557",="-",="0",="0",="0",="PASS",="906000",="996455487",="1042954780",="-72",="10",="1042954780",="996455487",="-36",="10",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671073153205",="89551080357045308155",="Vivo",="FAIL",="2",="18",="0.66",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000149D6D",="-",="",
="2024-09-19",="08:30:02",="08:38:50",="hi-mix",="RI-0352",="FAIL",="PASS",="25109163",="PASS",="5109163",="PASS",="494",="PASS",="10570",="PASS",="5400",="PASS",="4360",="PASS",="3286",="PASS",="1796",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11557",="-",="0",="0",="0",="PASS",="906000",="257206213",="1310623468",="-69",="11",="1310623468",="257206213",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671073153205",="89551080357045308155",="Vivo",="PASS",="1",="15",="0.71",="PASS",="89550531400040159350",="Claro",="PASS",="-",="PASS",="D2E2D21082625B46",="FAIL",="",="PASS",="52596E9E",="PASS",="0005168000149D6D",="-",="",
="2024-09-19",="08:41:12",="08:44:25",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-09-19",="09:10:56",="09:19:10",="hi-mix",="RI-0352",="PASS",="PASS",="25109163",="PASS",="5109163",="PASS",="518",="PASS",="10602",="PASS",="5400",="PASS",="4365",="PASS",="3291",="PASS",="1796",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="-",="0",="0",="0",="PASS",="906000",="1815825163",="957304892",="-71",="11",="957304892",="1815825163",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="28",="99",="869671073153205",="89551080357045308155",="Vivo",="PASS",="2",="15",="0.69",="PASS",="89550531400040159350",="Claro",="PASS",="-",="PASS",="D2E2D21082625B46",="PASS",="4FDDB8517384C75385D9C0DFDC95B86C",="PASS",="52596E9E",="PASS",="0005168000149D6D",="PASS",="E89C042DAE22C0535B73BC6DB953D0C7",
="2024-09-19",="09:56:43",="09:59:55",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
